POC:	Eric Stoneking (NASA-GSFC), 301-286-8600		
135.47	2797.48	2817.48	20.00
135.48	2797.68	2817.68	20.00
135.49	2797.88	2817.88	20.00
135.50	2798.08	2818.08	20.00
135.51	2798.28	2818.28	20.00
135.52	2798.48	2818.48	20.00
135.53	2798.68	2818.68	20.00
135.54	2798.88	2818.88	20.00
135.55	2799.08	2819.08	20.00
135.56	2799.28	2819.28	20.00
135.57	2799.48	2819.48	20.00
135.58	2799.68	2819.68	20.00
135.59	2799.88	2819.88	20.00
135.60	2800.08	2820.08	20.00
135.61	2800.28	2820.28	20.00
135.62	2800.48	2820.48	20.00
135.63	2800.68	2820.68	20.00
135.64	2800.88	2820.88	20.00
135.65	2801.08	2821.08	20.00
135.66	2801.28	2821.28	20.00
135.67	2801.48	2821.48	20.00
135.68	2801.68	2821.68	20.00
135.69	2801.88	2821.88	20.00
135.70	2802.08	2822.08	20.00
135.71	2802.28	2822.28	20.00
135.72	2802.48	2822.48	20.00
135.73	2802.68	2822.68	20.00
135.74	2802.88	2822.88	20.00
135.75	2803.08	2823.08	20.00
135.76	2803.28	2823.28	20.00
135.77	2803.48	2823.48	20.00
135.78	2803.68	2823.68	20.00
135.79	2803.88	2823.88	20.00
135.80	2804.08	2824.08	20.00
135.81	2804.28	2824.28	20.00
135.82	2804.48	2824.48	20.00
135.83	2804.68	2824.68	20.00
135.84	2804.88	2824.88	20.00
135.85	2805.08	2825.08	20.00
135.86	2805.28	2825.28	20.00
135.87	2805.48	2825.48	20.00
135.88	2805.68	2825.68	20.00
135.89	2805.88	2825.88	20.00
135.90	2806.08	2826.08	20.00
135.91	2806.28	2826.28	20.00
135.92	2806.48	2826.48	20.00
135.93	2806.68	2826.68	20.00
135.94	2806.88	2826.88	20.00
135.95	2807.08	2827.08	20.00
135.96	2807.28	2827.28	20.00
135.97	2807.48	2827.48	20.00
135.98	2807.68	2827.68	20.00
135.99	2807.88	2827.88	20.00
136.00	2808.08	2828.08	20.00
136.01	2808.28	2828.28	20.00
136.02	2808.48	2828.48	20.00
136.03	2808.68	2828.68	20.00
136.04	2808.88	2828.88	20.00
136.05	2809.08	2829.08	20.00
136.06	2809.28	2829.28	20.00
136.07	2809.48	2829.48	20.00
136.08	2809.68	2829.68	20.00
136.09	2809.88	2829.88	20.00
136.10	2810.08	2830.08	20.00
136.11	2810.28	2830.28	20.00
136.12	2810.48	2830.48	20.00
136.13	2810.68	2830.68	20.00
136.14	2810.88	2830.88	20.00
136.15	2811.08	2831.08	20.00
136.16	2811.28	2831.28	20.00
136.17	2811.48	2831.48	20.00
136.18	2811.68	2831.68	20.00
136.19	2811.88	2831.88	20.00
136.20	2812.08	2832.08	20.00
136.21	2812.28	2832.28	20.00
136.22	2812.48	2832.48	20.00
136.23	2812.68	2832.68	20.00
136.24	2812.88	2832.88	20.00
136.25	2813.08	2833.08	20.00
136.26	2813.28	2833.28	20.00
136.27	2813.48	2833.48	20.00
136.28	2813.68	2833.68	20.00
136.29	2813.88	2833.88	20.00
136.30	2814.08	2834.08	20.00
136.31	2814.28	2834.28	20.00
136.32	2814.48	2834.48	20.00
136.33	2814.68	2834.68	20.00
136.34	2814.88	2834.88	20.00
136.35	2815.08	2835.08	20.00
136.36	2815.28	2835.28	20.00
136.37	2815.48	2835.48	20.00
136.38	2815.68	2835.68	20.00
136.39	2815.88	2835.88	20.00
136.40	2816.08	2836.08	20.00
136.41	2816.28	2836.28	20.00
136.42	2816.48	2836.48	20.00
136.43	2816.68	2836.68	20.00
136.44	2816.88	2836.88	20.00
136.45	2817.08	2837.08	20.00
136.46	2817.28	2837.28	20.00
136.47	2817.48	2837.48	20.00
136.48	2817.68	2837.68	20.00
136.49	2817.88	2837.88	20.00
136.50	2818.08	2838.08	20.00
136.51	2818.28	2838.28	20.00
136.52	2818.48	2838.48	20.00
136.53	2818.68	2838.68	20.00
136.54	2818.88	2838.88	20.00
136.55	2819.08	2839.08	20.00
136.56	2819.28	2839.28	20.00
136.57	2819.48	2839.48	20.00
136.58	2819.68	2839.68	20.00
136.59	2819.88	2839.88	20.00
136.60	2820.08	2840.08	20.00
136.61	2820.28	2840.28	20.00
136.62	2820.48	2840.48	20.00
136.63	2820.68	2840.68	20.00
136.64	2820.88	2840.88	20.00
136.65	2821.08	2841.08	20.00
136.66	2821.28	2841.28	20.00
136.67	2821.48	2841.48	20.00
136.68	2821.68	2841.68	20.00
136.69	2821.88	2841.88	20.00
136.70	2822.08	2842.08	20.00
136.71	2822.28	2842.28	20.00
136.72	2822.48	2842.48	20.00
136.73	2822.68	2842.68	20.00
136.74	2822.88	2842.88	20.00
136.75	2823.08	2843.08	20.00
136.76	2823.28	2843.28	20.00
136.77	2823.48	2843.48	20.00
136.78	2823.68	2843.68	20.00
136.79	2823.88	2843.88	20.00
136.80	2824.08	2844.08	20.00
136.81	2824.28	2844.28	20.00
136.82	2824.48	2844.48	20.00
136.83	2824.68	2844.68	20.00
136.84	2824.88	2844.88	20.00
136.85	2825.08	2845.08	20.00
136.86	2825.28	2845.28	20.00
136.87	2825.48	2845.48	20.00
136.88	2825.68	2845.68	20.00
136.89	2825.88	2845.88	20.00
136.90	2826.08	2846.08	20.00
136.91	2826.28	2846.28	20.00
136.92	2826.48	2846.48	20.00
136.93	2826.68	2846.68	20.00
136.94	2826.88	2846.88	20.00
136.95	2827.08	2847.08	20.00
136.96	2827.28	2847.28	20.00
136.97	2827.48	2847.48	20.00
136.98	2827.68	2847.68	20.00
136.99	2827.88	2847.88	20.00
137.00	2828.08	2848.08	20.00
137.01	2828.28	2848.28	20.00
137.02	2828.48	2848.48	20.00
137.03	2828.68	2848.68	20.00
137.04	2828.88	2848.88	20.00
137.05	2829.08	2849.08	20.00
137.06	2829.28	2849.28	20.00
137.07	2829.48	2849.48	20.00
137.08	2829.68	2849.68	20.00
137.09	2829.88	2849.88	20.00
137.10	2830.08	2850.08	20.00
137.11	2830.28	2850.28	20.00
137.12	2830.48	2850.48	20.00
137.13	2830.68	2850.68	20.00
137.14	2830.88	2850.88	20.00
137.15	2831.08	2851.08	20.00
137.16	2831.28	2851.28	20.00
137.17	2831.48	2851.48	20.00
137.18	2831.68	2851.68	20.00
137.19	2831.88	2851.88	20.00
137.20	2832.08	2852.08	20.00
137.21	2832.28	2852.28	20.00
137.22	2832.48	2852.48	20.00
137.23	2832.68	2852.68	20.00
137.24	2832.88	2852.88	20.00
137.25	2833.08	2853.08	20.00
137.26	2833.28	2853.28	20.00
137.27	2833.48	2853.48	20.00
137.28	2833.68	2853.68	20.00
137.29	2833.88	2853.88	20.00
137.30	2834.08	2854.08	20.00
137.31	2834.28	2854.28	20.00
137.32	2834.48	2854.48	20.00
137.33	2834.68	2854.68	20.00
137.34	2834.88	2854.88	20.00
137.35	2835.08	2855.08	20.00
137.36	2835.28	2855.28	20.00
137.37	2835.48	2855.48	20.00
137.38	2835.68	2855.68	20.00
137.39	2835.88	2855.88	20.00
137.40	2836.08	2856.08	20.00
137.41	2836.28	2856.28	20.00
137.42	2836.48	2856.48	20.00
137.43	2836.68	2856.68	20.00
137.44	2836.88	2856.88	20.00
137.45	2837.08	2857.08	20.00
137.46	2837.28	2857.28	20.00
137.47	2837.48	2857.48	20.00
137.48	2837.68	2857.68	20.00
137.49	2837.88	2857.88	20.00
137.50	2838.08	2858.08	20.00
137.51	2838.28	2858.28	20.00
137.52	2838.48	2858.48	20.00
137.53	2838.68	2858.68	20.00
137.54	2838.88	2858.88	20.00
137.55	2839.08	2859.08	20.00
137.56	2839.28	2859.28	20.00
137.57	2839.48	2859.48	20.00
137.58	2839.68	2859.68	20.00
137.59	2839.88	2859.88	20.00
137.60	2840.08	2860.08	20.00
137.61	2840.28	2860.28	20.00
137.62	2840.48	2860.48	20.00
137.63	2840.68	2860.68	20.00
137.64	2840.88	2860.88	20.00
137.65	2841.08	2861.08	20.00
137.66	2841.28	2861.28	20.00
137.67	2841.48	2861.48	20.00
137.68	2841.68	2861.68	20.00
137.69	2841.88	2861.88	20.00
137.70	2842.08	2862.08	20.00
137.71	2842.28	2862.28	20.00
137.72	2842.48	2862.48	20.00
137.73	2842.68	2862.68	20.00
137.74	2842.88	2862.88	20.00
137.75	2843.08	2863.08	20.00
137.76	2843.28	2863.28	20.00
137.77	2843.48	2863.48	20.00
137.78	2843.68	2863.68	20.00
137.79	2843.88	2863.88	20.00
137.80	2844.08	2864.08	20.00
137.81	2844.28	2864.28	20.00
137.82	2844.48	2864.48	20.00
137.83	2844.68	2864.68	20.00
137.84	2844.88	2864.88	20.00
137.85	2845.08	2865.08	20.00
137.86	2845.28	2865.28	20.00
137.87	2845.48	2865.48	20.00
137.88	2845.68	2865.68	20.00
137.89	2845.88	2865.88	20.00
137.90	2846.08	2866.08	20.00
137.91	2846.28	2866.28	20.00
137.92	2846.48	2866.48	20.00
137.93	2846.68	2866.68	20.00
137.94	2846.88	2866.88	20.00
137.95	2847.08	2867.08	20.00
137.96	2847.28	2867.28	20.00
137.97	2847.48	2867.48	20.00
137.98	2847.68	2867.68	20.00
137.99	2847.88	2867.88	20.00
138.00	2848.08	2868.08	20.00
138.01	2848.28	2868.28	20.00
138.02	2848.48	2868.48	20.00
138.03	2848.68	2868.68	20.00
138.04	2848.88	2868.88	20.00
138.05	2849.08	2869.08	20.00
138.06	2849.28	2869.28	20.00
138.07	2849.48	2869.48	20.00
138.08	2849.68	2869.68	20.00
138.09	2849.88	2869.88	20.00
138.10	2850.08	2870.08	20.00
138.11	2850.28	2870.28	20.00
138.12	2850.48	2870.48	20.00
138.13	2850.68	2870.68	20.00
138.14	2850.88	2870.88	20.00
138.15	2851.08	2871.08	20.00
138.16	2851.28	2871.28	20.00
138.17	2851.48	2871.48	20.00
138.18	2851.68	2871.68	20.00
138.19	2851.88	2871.88	20.00
138.20	2852.08	2872.08	20.00
138.21	2852.28	2872.28	20.00
138.22	2852.48	2872.48	20.00
138.23	2852.68	2872.68	20.00
138.24	2852.88	2872.88	20.00
138.25	2853.08	2873.08	20.00
138.26	2853.28	2873.28	20.00
138.27	2853.48	2873.48	20.00
138.28	2853.68	2873.68	20.00
138.29	2853.88	2873.88	20.00
138.30	2854.08	2874.08	20.00
138.31	2854.28	2874.28	20.00
138.32	2854.48	2874.48	20.00
138.33	2854.68	2874.68	20.00
138.34	2854.88	2874.88	20.00
138.35	2855.08	2875.08	20.00
138.36	2855.28	2875.28	20.00
138.37	2855.48	2875.48	20.00
138.38	2855.68	2875.68	20.00
138.39	2855.88	2875.88	20.00
138.40	2856.08	2876.08	20.00
138.41	2856.28	2876.28	20.00
138.42	2856.48	2876.48	20.00
138.43	2856.68	2876.68	20.00
138.44	2856.88	2876.88	20.00
138.45	2857.08	2877.08	20.00
138.46	2857.28	2877.28	20.00
138.47	2857.48	2877.48	20.00
138.48	2857.68	2877.68	20.00
138.49	2857.88	2877.88	20.00
138.50	2858.08	2878.08	20.00
138.51	2858.28	2878.28	20.00
138.52	2858.48	2878.48	20.00
138.53	2858.68	2878.68	20.00
138.54	2858.88	2878.88	20.00
138.55	2859.08	2879.08	20.00
138.56	2859.28	2879.28	20.00
138.57	2859.48	2879.48	20.00
138.58	2859.68	2879.68	20.00
138.59	2859.88	2879.88	20.00
138.60	2860.08	2880.08	20.00
138.61	2860.28	2880.28	20.00
138.62	2860.48	2880.48	20.00
138.63	2860.68	2880.68	20.00
138.64	2860.88	2880.88	20.00
138.65	2861.08	2881.08	20.00
138.66	2861.28	2881.28	20.00
138.67	2861.48	2881.48	20.00
138.68	2861.68	2881.68	20.00
138.69	2861.88	2881.88	20.00
138.70	2862.08	2882.08	20.00
138.71	2862.28	2882.28	20.00
138.72	2862.48	2882.48	20.00
138.73	2862.68	2882.68	20.00
138.74	2862.88	2882.88	20.00
138.75	2863.08	2883.08	20.00
138.76	2863.28	2883.28	20.00
138.77	2863.48	2883.48	20.00
138.78	2863.68	2883.68	20.00
138.79	2863.88	2883.88	20.00
138.80	2864.08	2884.08	20.00
138.81	2864.28	2884.28	20.00
138.82	2864.48	2884.48	20.00
138.83	2864.68	2884.68	20.00
138.84	2864.88	2884.88	20.00
138.85	2865.08	2885.08	20.00
138.86	2865.28	2885.28	20.00
138.87	2865.48	2885.48	20.00
138.88	2865.68	2885.68	20.00
138.89	2865.88	2885.88	20.00
138.90	2866.08	2886.08	20.00
138.91	2866.28	2886.28	20.00
138.92	2866.48	2886.48	20.00
138.93	2866.68	2886.68	20.00
138.94	2866.88	2886.88	20.00
138.95	2867.08	2887.08	20.00
138.96	2867.28	2887.28	20.00
138.97	2867.48	2887.48	20.00
138.98	2867.68	2887.68	20.00
138.99	2867.88	2887.88	20.00
139.00	2868.08	2888.08	20.00
139.01	2868.28	2888.28	20.00
139.02	2868.48	2888.48	20.00
139.03	2868.68	2888.68	20.00
139.04	2868.88	2888.88	20.00
139.05	2869.08	2889.08	20.00
139.06	2869.28	2889.28	20.00
139.07	2869.48	2889.48	20.00
139.08	2869.68	2889.68	20.00
139.09	2869.88	2889.88	20.00
139.10	2870.08	2890.08	20.00
139.11	2870.28	2890.28	20.00
139.12	2870.48	2890.48	20.00
139.13	2870.68	2890.68	20.00
139.14	2870.88	2890.88	20.00
139.15	2871.08	2891.08	20.00
139.16	2871.28	2891.28	20.00
139.17	2871.48	2891.48	20.00
139.18	2871.68	2891.68	20.00
139.19	2871.88	2891.88	20.00
139.20	2872.08	2892.08	20.00
139.21	2872.28	2892.28	20.00
139.22	2872.48	2892.48	20.00
139.23	2872.68	2892.68	20.00
139.24	2872.88	2892.88	20.00
139.25	2873.08	2893.08	20.00
139.26	2873.28	2893.28	20.00
139.27	2873.48	2893.48	20.00
139.28	2873.68	2893.68	20.00
139.29	2873.88	2893.88	20.00
139.30	2874.08	2894.08	20.00
139.31	2874.28	2894.28	20.00
139.32	2874.48	2894.48	20.00
139.33	2874.68	2894.68	20.00
139.34	2874.88	2894.88	20.00
139.35	2875.08	2895.08	20.00
139.36	2875.28	2895.28	20.00
139.37	2875.48	2895.48	20.00
139.38	2875.68	2895.68	20.00
139.39	2875.88	2895.88	20.00
139.40	2876.08	2896.08	20.00
139.41	2876.28	2896.28	20.00
139.42	2876.48	2896.48	20.00
139.43	2876.68	2896.68	20.00
139.44	2876.88	2896.88	20.00
139.45	2877.08	2897.08	20.00
139.46	2877.28	2897.28	20.00
139.47	2877.48	2897.48	20.00
139.48	2877.68	2897.68	20.00
139.49	2877.88	2897.88	20.00
139.50	2878.08	2898.08	20.00
139.51	2878.28	2898.28	20.00
139.52	2878.48	2898.48	20.00
139.53	2878.68	2898.68	20.00
139.54	2878.88	2898.88	20.00
139.55	2879.08	2899.08	20.00
139.56	2879.28	2899.28	20.00
139.57	2879.48	2899.48	20.00
139.58	2879.68	2899.68	20.00
139.59	2879.88	2899.88	20.00
139.60	2880.08	2900.08	20.00
139.61	2880.28	2900.28	20.00
139.62	2880.48	2900.48	20.00
139.63	2880.68	2900.68	20.00
139.64	2880.88	2900.88	20.00
139.65	2881.08	2901.08	20.00
139.66	2881.28	2901.28	20.00
139.67	2881.48	2901.48	20.00
139.68	2881.68	2901.68	20.00
139.69	2881.88	2901.88	20.00
139.70	2882.08	2902.08	20.00
139.71	2882.28	2902.28	20.00
139.72	2882.48	2902.48	20.00
139.73	2882.68	2902.68	20.00
139.74	2882.88	2902.88	20.00
139.75	2883.08	2903.08	20.00
139.76	2883.28	2903.28	20.00
139.77	2883.48	2903.48	20.00
139.78	2883.68	2903.68	20.00
139.79	2883.88	2903.88	20.00
139.80	2884.08	2904.08	20.00
139.81	2884.28	2904.28	20.00
139.82	2884.48	2904.48	20.00
139.83	2884.68	2904.68	20.00
139.84	2884.88	2904.88	20.00
139.85	2885.08	2905.08	20.00
139.86	2885.28	2905.28	20.00
139.87	2885.48	2905.48	20.00
139.88	2885.68	2905.68	20.00
139.89	2885.88	2905.88	20.00
139.90	2886.08	2906.08	20.00
139.91	2886.28	2906.28	20.00
139.92	2886.48	2906.48	20.00
139.93	2886.68	2906.68	20.00
139.94	2886.88	2906.88	20.00
139.95	2887.08	2907.08	20.00
139.96	2887.28	2907.28	20.00
139.97	2887.48	2907.48	20.00
139.98	2887.68	2907.68	20.00
139.99	2887.88	2907.88	20.00
140.00	2888.08	2908.08	20.00
140.01	2888.28	2908.28	20.00
140.02	2888.48	2908.48	20.00
140.03	2888.68	2908.68	20.00
140.04	2888.88	2908.88	20.00
140.05	2889.08	2909.08	20.00
140.06	2889.28	2909.28	20.00
140.07	2889.48	2909.48	20.00
140.08	2889.68	2909.68	20.00
140.09	2889.88	2909.88	20.00
140.10	2890.08	2910.08	20.00
140.11	2890.28	2910.28	20.00
140.12	2890.48	2910.48	20.00
140.13	2890.68	2910.68	20.00
140.14	2890.88	2910.88	20.00
140.15	2891.08	2911.08	20.00
140.16	2891.28	2911.28	20.00
140.17	2891.48	2911.48	20.00
140.18	2891.68	2911.68	20.00
140.19	2891.88	2911.88	20.00
140.20	2892.08	2912.08	20.00
140.21	2892.28	2912.28	20.00
140.22	2892.48	2912.48	20.00
140.23	2892.68	2912.68	20.00
140.24	2892.88	2912.88	20.00
140.25	2893.08	2913.08	20.00
140.26	2893.28	2913.28	20.00
140.27	2893.48	2913.48	20.00
140.28	2893.68	2913.68	20.00
140.29	2893.88	2913.88	20.00
140.30	2894.08	2914.08	20.00
140.31	2894.28	2914.28	20.00
140.32	2894.48	2914.48	20.00
140.33	2894.68	2914.68	20.00
140.34	2894.88	2914.88	20.00
140.35	2895.08	2915.08	20.00
140.36	2895.28	2915.28	20.00
140.37	2895.48	2915.48	20.00
140.38	2895.68	2915.68	20.00
140.39	2895.88	2915.88	20.00
140.40	2896.08	2916.08	20.00
140.41	2896.28	2916.28	20.00
140.42	2896.48	2916.48	20.00
140.43	2896.68	2916.68	20.00
140.44	2896.88	2916.88	20.00
140.45	2897.08	2917.08	20.00
140.46	2897.28	2917.28	20.00
140.47	2897.48	2917.48	20.00
140.48	2897.68	2917.68	20.00
140.49	2897.88	2917.88	20.00
140.50	2898.08	2918.08	20.00
140.51	2898.28	2918.28	20.00
140.52	2898.48	2918.48	20.00
140.53	2898.68	2918.68	20.00
140.54	2898.88	2918.88	20.00
140.55	2899.08	2919.08	20.00
140.56	2899.28	2919.28	20.00
140.57	2899.48	2919.48	20.00
140.58	2899.68	2919.68	20.00
140.59	2899.88	2919.88	20.00
140.60	2900.08	2920.08	20.00
140.61	2900.28	2920.28	20.00
140.62	2900.48	2920.48	20.00
140.63	2900.68	2920.68	20.00
140.64	2900.88	2920.88	20.00
140.65	2901.08	2921.08	20.00
140.66	2901.28	2921.28	20.00
140.67	2901.48	2921.48	20.00
140.68	2901.68	2921.68	20.00
140.69	2901.88	2921.88	20.00
140.70	2902.08	2922.08	20.00
140.71	2902.28	2922.28	20.00
140.72	2902.48	2922.48	20.00
140.73	2902.68	2922.68	20.00
140.74	2902.88	2922.88	20.00
140.75	2903.08	2923.08	20.00
140.76	2903.28	2923.28	20.00
140.77	2903.48	2923.48	20.00
140.78	2903.68	2923.68	20.00
140.79	2903.88	2923.88	20.00
140.80	2904.08	2924.08	20.00
140.81	2904.28	2924.28	20.00
140.82	2904.48	2924.48	20.00
140.83	2904.68	2924.68	20.00
140.84	2904.88	2924.88	20.00
140.85	2905.08	2925.08	20.00
140.86	2905.28	2925.28	20.00
140.87	2905.48	2925.48	20.00
140.88	2905.68	2925.68	20.00
140.89	2905.88	2925.88	20.00
140.90	2906.08	2926.08	20.00
140.91	2906.28	2926.28	20.00
140.92	2906.48	2926.48	20.00
140.93	2906.68	2926.68	20.00
140.94	2906.88	2926.88	20.00
140.95	2907.08	2927.08	20.00
140.96	2907.28	2927.28	20.00
140.97	2907.48	2927.48	20.00
140.98	2907.68	2927.68	20.00
140.99	2907.88	2927.88	20.00
141.00	2908.08	2928.08	20.00
141.01	2908.28	2928.28	20.00
141.02	2908.48	2928.48	20.00
141.03	2908.68	2928.68	20.00
141.04	2908.88	2928.88	20.00
141.05	2909.08	2929.08	20.00
141.06	2909.28	2929.28	20.00
141.07	2909.48	2929.48	20.00
141.08	2909.68	2929.68	20.00
141.09	2909.88	2929.88	20.00
141.10	2910.08	2930.08	20.00
141.11	2910.28	2930.28	20.00
141.12	2910.48	2930.48	20.00
141.13	2910.68	2930.68	20.00
141.14	2910.88	2930.88	20.00
141.15	2911.08	2931.08	20.00
141.16	2911.28	2931.28	20.00
141.17	2911.48	2931.48	20.00
141.18	2911.68	2931.68	20.00
141.19	2911.88	2931.88	20.00
141.20	2912.08	2932.08	20.00
141.21	2912.28	2932.28	20.00
141.22	2912.48	2932.48	20.00
141.23	2912.68	2932.68	20.00
141.24	2912.88	2932.88	20.00
141.25	2913.08	2933.08	20.00
141.26	2913.28	2933.28	20.00
141.27	2913.48	2933.48	20.00
141.28	2913.68	2933.68	20.00
141.29	2913.88	2933.88	20.00
141.30	2914.08	2934.08	20.00
141.31	2914.28	2934.28	20.00
141.32	2914.48	2934.48	20.00
141.33	2914.68	2934.68	20.00
141.34	2914.88	2934.88	20.00
141.35	2915.08	2935.08	20.00
141.36	2915.28	2935.28	20.00
141.37	2915.48	2935.48	20.00
141.38	2915.68	2935.68	20.00
141.39	2915.88	2935.88	20.00
141.40	2916.08	2936.08	20.00
141.41	2916.28	2936.28	20.00
141.42	2916.48	2936.48	20.00
141.43	2916.68	2936.68	20.00
141.44	2916.88	2936.88	20.00
141.45	2917.08	2937.08	20.00
141.46	2917.28	2937.28	20.00
141.47	2917.48	2937.48	20.00
141.48	2917.68	2937.68	20.00
141.49	2917.88	2937.88	20.00
141.50	2918.08	2938.08	20.00
141.51	2918.28	2938.28	20.00
141.52	2918.48	2938.48	20.00
141.53	2918.68	2938.68	20.00
141.54	2918.88	2938.88	20.00
141.55	2919.08	2939.08	20.00
141.56	2919.28	2939.28	20.00
141.57	2919.48	2939.48	20.00
141.58	2919.68	2939.68	20.00
141.59	2919.88	2939.88	20.00
141.60	2920.08	2940.08	20.00
141.61	2920.28	2940.28	20.00
141.62	2920.48	2940.48	20.00
141.63	2920.68	2940.68	20.00
141.64	2920.88	2940.88	20.00
141.65	2921.08	2941.08	20.00
141.66	2921.28	2941.28	20.00
141.67	2921.48	2941.48	20.00
141.68	2921.68	2941.68	20.00
141.69	2921.88	2941.88	20.00
141.70	2922.08	2942.08	20.00
141.71	2922.28	2942.28	20.00
141.72	2922.48	2942.48	20.00
141.73	2922.68	2942.68	20.00
141.74	2922.88	2942.88	20.00
141.75	2923.08	2943.08	20.00
141.76	2923.28	2943.28	20.00
141.77	2923.48	2943.48	20.00
141.78	2923.68	2943.68	20.00
141.79	2923.88	2943.88	20.00
141.80	2924.08	2944.08	20.00
141.81	2924.28	2944.28	20.00
141.82	2924.48	2944.48	20.00
141.83	2924.68	2944.68	20.00
141.84	2924.88	2944.88	20.00
141.85	2925.08	2945.08	20.00
141.86	2925.28	2945.28	20.00
141.87	2925.48	2945.48	20.00
141.88	2925.68	2945.68	20.00
141.89	2925.88	2945.88	20.00
141.90	2926.08	2946.08	20.00
141.91	2926.28	2946.28	20.00
141.92	2926.48	2946.48	20.00
141.93	2926.68	2946.68	20.00
141.94	2926.88	2946.88	20.00
141.95	2927.08	2947.08	20.00
141.96	2927.28	2947.28	20.00
141.97	2927.48	2947.48	20.00
141.98	2927.68	2947.68	20.00
141.99	2927.88	2947.88	20.00
142.00	2928.08	2948.08	20.00
142.01	2928.28	2948.28	20.00
142.02	2928.48	2948.48	20.00
142.03	2928.68	2948.68	20.00
142.04	2928.88	2948.88	20.00
142.05	2929.08	2949.08	20.00
142.06	2929.28	2949.28	20.00
142.07	2929.48	2949.48	20.00
142.08	2929.68	2949.68	20.00
142.09	2929.88	2949.88	20.00
142.10	2930.08	2950.08	20.00
142.11	2930.28	2950.28	20.00
142.12	2930.48	2950.48	20.00
142.13	2930.68	2950.68	20.00
142.14	2930.88	2950.88	20.00
142.15	2931.08	2951.08	20.00
142.16	2931.28	2951.28	20.00
142.17	2931.48	2951.48	20.00
142.18	2931.68	2951.68	20.00
142.19	2931.88	2951.88	20.00
142.20	2932.08	2952.08	20.00
142.21	2932.28	2952.28	20.00
142.22	2932.48	2952.48	20.00
142.23	2932.68	2952.68	20.00
142.24	2932.88	2952.88	20.00
142.25	2933.08	2953.08	20.00
142.26	2933.28	2953.28	20.00
142.27	2933.48	2953.48	20.00
142.28	2933.68	2953.68	20.00
142.29	2933.88	2953.88	20.00
142.30	2934.08	2954.08	20.00
142.31	2934.28	2954.28	20.00
142.32	2934.48	2954.48	20.00
142.33	2934.68	2954.68	20.00
142.34	2934.88	2954.88	20.00
142.35	2935.08	2955.08	20.00
142.36	2935.28	2955.28	20.00
142.37	2935.48	2955.48	20.00
142.38	2935.68	2955.68	20.00
142.39	2935.88	2955.88	20.00
142.40	2936.08	2956.08	20.00
142.41	2936.28	2956.28	20.00
142.42	2936.48	2956.48	20.00
142.43	2936.68	2956.68	20.00
142.44	2936.88	2956.88	20.00
142.45	2937.08	2957.08	20.00
142.46	2937.28	2957.28	20.00
142.47	2937.48	2957.48	20.00
142.48	2937.68	2957.68	20.00
142.49	2937.88	2957.88	20.00
142.50	2938.08	2958.08	20.00
142.51	2938.28	2958.28	20.00
142.52	2938.48	2958.48	20.00
142.53	2938.68	2958.68	20.00
142.54	2938.88	2958.88	20.00
142.55	2939.08	2959.08	20.00
142.56	2939.28	2959.28	20.00
142.57	2939.48	2959.48	20.00
142.58	2939.68	2959.68	20.00
142.59	2939.88	2959.88	20.00
142.60	2940.08	2960.08	20.00
142.61	2940.28	2960.28	20.00
142.62	2940.48	2960.48	20.00
142.63	2940.68	2960.68	20.00
142.64	2940.88	2960.88	20.00
142.65	2941.08	2961.08	20.00
142.66	2941.28	2961.28	20.00
142.67	2941.48	2961.48	20.00
142.68	2941.68	2961.68	20.00
142.69	2941.88	2961.88	20.00
142.70	2942.08	2962.08	20.00
142.71	2942.28	2962.28	20.00
142.72	2942.48	2962.48	20.00
142.73	2942.68	2962.68	20.00
142.74	2942.88	2962.88	20.00
142.75	2943.08	2963.08	20.00
142.76	2943.28	2963.28	20.00
142.77	2943.48	2963.48	20.00
142.78	2943.68	2963.68	20.00
142.79	2943.88	2963.88	20.00
142.80	2944.08	2964.08	20.00
142.81	2944.28	2964.28	20.00
142.82	2944.48	2964.48	20.00
142.83	2944.68	2964.68	20.00
142.84	2944.88	2964.88	20.00
142.85	2945.08	2965.08	20.00
142.86	2945.28	2965.28	20.00
142.87	2945.48	2965.48	20.00
142.88	2945.68	2965.68	20.00
142.89	2945.88	2965.88	20.00
142.90	2946.08	2966.08	20.00
142.91	2946.28	2966.28	20.00
142.92	2946.48	2966.48	20.00
142.93	2946.68	2966.68	20.00
142.94	2946.88	2966.88	20.00
142.95	2947.08	2967.08	20.00
142.96	2947.28	2967.28	20.00
142.97	2947.48	2967.48	20.00
142.98	2947.68	2967.68	20.00
142.99	2947.88	2967.88	20.00
143.00	2948.08	2968.08	20.00
143.01	2948.28	2968.28	20.00
143.02	2948.48	2968.48	20.00
143.03	2948.68	2968.68	20.00
143.04	2948.88	2968.88	20.00
143.05	2949.08	2969.08	20.00
143.06	2949.28	2969.28	20.00
143.07	2949.48	2969.48	20.00
143.08	2949.68	2969.68	20.00
143.09	2949.88	2969.88	20.00
143.10	2950.08	2970.08	20.00
143.11	2950.28	2970.28	20.00
143.12	2950.48	2970.48	20.00
143.13	2950.68	2970.68	20.00
143.14	2950.88	2970.88	20.00
143.15	2951.08	2971.08	20.00
143.16	2951.28	2971.28	20.00
143.17	2951.48	2971.48	20.00
143.18	2951.68	2971.68	20.00
143.19	2951.88	2971.88	20.00
143.20	2952.08	2972.08	20.00
143.21	2952.28	2972.28	20.00
143.22	2952.48	2972.48	20.00
